gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,ServiceCount,Churn_Label,Churn_Probability,Risk_Level,Recommended_Action,Revenue_At_Risk
Female,0,Yes,No,71,No,No phone service,DSL,0,1,1,1,1,1,Two year,No,Bank transfer (automatic),58.25,4145.9,No,0,5,0,0.008913995,Low Risk,​​​​​​​✅ No Immediate Action,4.4569974
Male,0,No,No,32,Yes,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No,0,1,0,0.6324155,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,316.20773
Female,0,No,No,26,No,No phone service,DSL,0,0,1,0,1,1,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No,0,3,0,0.08845115,Low Risk,​​​​​​​✅ No Immediate Action,44.225574
Male,1,Yes,No,68,Yes,Yes,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No,0,1,0,0.09166479,Low Risk,​​​​​​​✅ No Immediate Action,45.832397
Male,0,Yes,Yes,2,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.2,34.75,No,0,0,0,0.028572865,Low Risk,​​​​​​​✅ No Immediate Action,14.286432
Male,0,Yes,Yes,61,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.55,1305.95,No,0,0,0,0.0041037546,Low Risk,​​​​​​​✅ No Immediate Action,2.0518773
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,85.95,381.3,Yes,1,1,1,0.9593287,High Risk,​​​​​​​🔥 Call + 20% Discount,479.66437
Male,0,No,No,3,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,45.35,141.5,Yes,1,0,1,0.84053665,High Risk,​​​​​​​🔥 Call + 20% Discount,420.26834
Male,1,Yes,No,33,Yes,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes,1,2,1,0.849148,High Risk,​​​​​​​🔥 Call + 20% Discount,424.57397
Male,1,Yes,No,9,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,21.25,204.55,No,0,0,0,0.10591604,Low Risk,​​​​​​​✅ No Immediate Action,52.95802
Female,0,No,No,22,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,26.25,605.9,No,0,0,0,0.016409827,Low Risk,​​​​​​​✅ No Immediate Action,8.204914
Female,0,Yes,Yes,5,Yes,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,80.85,356.1,No,0,1,0,0.7882476,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,394.12378
Female,1,No,No,30,Yes,Yes,Fiber optic,1,1,1,0,0,0,Month-to-month,No,Credit card (automatic),91.7,2758.15,Yes,1,3,1,0.6357542,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,317.8771
Male,0,No,No,65,Yes,Yes,DSL,0,1,1,1,0,1,Two year,Yes,Credit card (automatic),74.2,4805.65,No,0,4,0,0.03650964,Low Risk,​​​​​​​✅ No Immediate Action,18.25482
Female,0,No,No,45,Yes,Yes,Fiber optic,0,0,1,1,0,0,Month-to-month,Yes,Electronic check,87.25,3941.7,Yes,1,2,1,0.6456075,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,322.80374
Male,0,No,No,5,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.35,92.75,No,0,0,0,0.13761191,Low Risk,​​​​​​​✅ No Immediate Action,68.805954
Male,0,Yes,Yes,25,Yes,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,75.5,1901.05,No,0,1,0,0.4889591,Low Risk,​​​​​​​✅ No Immediate Action,244.47955
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,1,0,0,0,0,0,Two year,No,Bank transfer (automatic),79.05,5730.7,No,0,1,0,0.00451093,Low Risk,​​​​​​​✅ No Immediate Action,2.2554648
Female,0,Yes,No,27,Yes,Yes,Fiber optic,0,0,1,0,0,1,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,0,2,0,0.19197321,Low Risk,​​​​​​​✅ No Immediate Action,95.9866
Male,0,Yes,Yes,32,No,No phone service,DSL,0,0,1,0,1,1,Month-to-month,No,Credit card (automatic),50.6,1653.45,No,0,3,0,0.063868076,Low Risk,​​​​​​​✅ No Immediate Action,31.934038
Female,0,No,No,30,Yes,Yes,Fiber optic,0,1,1,1,1,1,One year,No,Credit card (automatic),110.45,3327.05,No,0,5,0,0.10105569,Low Risk,​​​​​​​✅ No Immediate Action,50.527843
Male,0,Yes,No,70,Yes,No,Fiber optic,1,1,1,1,0,1,Two year,No,Credit card (automatic),101.0,7085.5,No,0,5,0,0.025684224,Low Risk,​​​​​​​✅ No Immediate Action,12.842113
Male,1,No,No,42,Yes,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,No,0,1,0,0.1753464,Low Risk,​​​​​​​✅ No Immediate Action,87.6732
Female,1,Yes,No,72,Yes,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),89.85,6697.35,No,0,6,0,0.0029084242,Low Risk,​​​​​​​✅ No Immediate Action,1.4542121
Female,0,No,No,47,Yes,Yes,DSL,1,0,1,1,0,0,Two year,Yes,Mailed check,65.0,2879.9,No,0,3,0,0.008077523,Low Risk,​​​​​​​✅ No Immediate Action,4.038761
Female,0,No,No,2,Yes,No,Fiber optic,1,0,1,0,0,0,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,2,0,0.1921428,Low Risk,​​​​​​​✅ No Immediate Action,96.0714
Male,0,No,No,10,Yes,Yes,Fiber optic,1,0,0,0,1,1,Month-to-month,No,Electronic check,98.55,1008.55,Yes,1,3,1,0.7838189,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,391.90945
Female,0,Yes,Yes,61,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Mailed check,24.1,1551.6,No,0,0,0,0.009791677,Low Risk,​​​​​​​✅ No Immediate Action,4.8958383
Female,0,No,No,5,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,0,0,0,0.33032495,Low Risk,​​​​​​​✅ No Immediate Action,165.16248
Female,1,Yes,No,72,Yes,Yes,Fiber optic,0,1,1,1,1,1,Two year,Yes,Credit card (automatic),110.8,7882.25,No,0,5,0,0.007605931,Low Risk,​​​​​​​✅ No Immediate Action,3.8029654
Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,0,6,0,0.0065254727,Low Risk,​​​​​​​✅ No Immediate Action,3.2627363
Female,1,No,No,3,Yes,No,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Mailed check,75.05,202.9,No,0,1,0,0.5024634,Low Risk,​​​​​​​✅ No Immediate Action,251.2317
Male,0,Yes,No,48,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.25,855.1,No,0,0,0,0.0024090104,Low Risk,​​​​​​​✅ No Immediate Action,1.2045052
Female,0,No,No,63,Yes,No,Fiber optic,0,0,1,1,1,0,One year,Yes,Credit card (automatic),90.05,5817.0,No,0,3,0,0.036032323,Low Risk,​​​​​​​✅ No Immediate Action,18.016161
Female,0,No,No,27,Yes,No,DSL,1,1,0,0,0,0,Month-to-month,Yes,Mailed check,56.7,1652.95,No,0,2,0,0.07245531,Low Risk,​​​​​​​✅ No Immediate Action,36.227654
Male,0,Yes,Yes,70,Yes,No,DSL,1,1,1,0,1,1,Two year,Yes,Credit card (automatic),80.15,5600.15,No,0,5,0,0.010807447,Low Risk,​​​​​​​✅ No Immediate Action,5.4037237
Male,0,Yes,Yes,7,Yes,No,DSL,1,0,1,1,0,1,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No,0,4,0,0.04803519,Low Risk,​​​​​​​✅ No Immediate Action,24.017595
Male,0,No,Yes,0,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,20.25,1397.475,No,0,0,0,0.023672814,Low Risk,​​​​​​​✅ No Immediate Action,11.836407
Female,0,Yes,No,2,Yes,No,Fiber optic,1,1,0,0,1,0,Month-to-month,No,Electronic check,90.35,190.5,No,0,3,0,0.11636405,Low Risk,​​​​​​​✅ No Immediate Action,58.182022
Male,1,No,No,20,Yes,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes,1,3,1,0.92014897,High Risk,​​​​​​​🔥 Call + 20% Discount,460.0745
Male,0,No,No,66,Yes,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.7,1253.8,No,0,0,0,0.02082803,Low Risk,​​​​​​​✅ No Immediate Action,10.414015
Female,0,No,No,3,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.85,57.2,No,0,0,0,0.18190841,Low Risk,​​​​​​​✅ No Immediate Action,90.95421
Female,0,No,Yes,15,Yes,No,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,1,2,1,0.536479,Low Risk,​​​​​​​✅ No Immediate Action,268.2395
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,1,1,0,1,0,0,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,0,3,0,0.0035758228,Low Risk,​​​​​​​✅ No Immediate Action,1.7879114
Male,0,No,No,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.8,20.8,No,0,0,0,0.6954283,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,347.71414
Female,0,No,No,22,Yes,No,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Electronic check,89.25,1907.85,Yes,1,2,1,0.35055122,Low Risk,​​​​​​​✅ No Immediate Action,175.2756
Male,0,Yes,No,3,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,1,0,1,0.8248335,High Risk,​​​​​​​🔥 Call + 20% Discount,412.41675
Female,0,Yes,Yes,72,Yes,Yes,DSL,1,0,1,1,0,0,Two year,No,Bank transfer (automatic),66.85,4758.8,No,0,3,0,0.0060029556,Low Risk,​​​​​​​✅ No Immediate Action,3.0014777
Male,0,Yes,Yes,65,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.9,1292.6,No,0,0,0,0.004452901,Low Risk,​​​​​​​✅ No Immediate Action,2.2264504
Female,0,No,No,11,No,No phone service,DSL,0,0,0,0,1,0,Month-to-month,Yes,Mailed check,35.8,363.15,No,0,1,0,0.35213488,Low Risk,​​​​​​​✅ No Immediate Action,176.06744
Male,0,No,No,22,Yes,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,78.85,1600.25,No,0,1,0,0.2834166,Low Risk,​​​​​​​✅ No Immediate Action,141.7083
Male,0,No,No,14,Yes,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.4,275.7,No,0,0,0,0.025598098,Low Risk,​​​​​​​✅ No Immediate Action,12.799048
Male,0,No,No,41,Yes,No,Fiber optic,0,0,0,1,0,0,Month-to-month,Yes,Electronic check,74.25,3089.1,No,0,1,0,0.5394178,Low Risk,​​​​​​​✅ No Immediate Action,269.7089
Male,0,Yes,No,17,Yes,No,DSL,1,1,0,0,0,1,One year,No,Mailed check,64.8,1175.6,No,0,3,0,0.03744593,Low Risk,​​​​​​​✅ No Immediate Action,18.722965
Male,0,No,No,11,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,0,0,0,0.04807777,Low Risk,​​​​​​​✅ No Immediate Action,24.038885
Male,0,No,No,15,Yes,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,1,2,1,0.8897619,High Risk,​​​​​​​🔥 Call + 20% Discount,444.88095
Female,0,No,No,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.9,19.9,Yes,1,0,1,0.6214473,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,310.72366
Female,0,Yes,No,5,Yes,No,Fiber optic,1,0,1,0,0,1,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,1,3,1,0.8089184,High Risk,​​​​​​​🔥 Call + 20% Discount,404.4592
Male,0,Yes,No,33,Yes,No,Fiber optic,0,0,1,0,1,1,One year,Yes,Electronic check,95.8,3036.75,Yes,1,3,1,0.73571754,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,367.85876
Female,0,Yes,No,72,Yes,Yes,Fiber optic,1,1,1,0,1,1,Two year,Yes,Credit card (automatic),110.65,8065.65,No,0,5,0,0.005982337,Low Risk,​​​​​​​✅ No Immediate Action,2.9911685
Female,0,Yes,Yes,3,No,No phone service,DSL,0,1,0,0,0,1,Month-to-month,No,Mailed check,40.3,92.5,No,0,2,0,0.17821951,Low Risk,​​​​​​​✅ No Immediate Action,89.10976
Male,0,No,No,2,Yes,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,82.0,184.65,Yes,1,1,1,0.92160064,High Risk,​​​​​​​🔥 Call + 20% Discount,460.80032
Female,0,Yes,No,59,Yes,Yes,Fiber optic,1,1,1,1,0,1,One year,Yes,Credit card (automatic),107.0,6152.3,No,0,5,0,0.15275097,Low Risk,​​​​​​​✅ No Immediate Action,76.37549
Male,0,No,No,2,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,45.35,89.5,Yes,1,0,1,0.68282515,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,341.41257
Male,0,Yes,Yes,71,Yes,No,DSL,0,1,0,1,1,1,Two year,Yes,Credit card (automatic),73.35,5154.5,No,0,4,0,0.02066295,Low Risk,​​​​​​​✅ No Immediate Action,10.331475
Female,0,Yes,Yes,5,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,44.8,220.45,No,0,0,0,0.3188791,Low Risk,​​​​​​​✅ No Immediate Action,159.43954
Male,0,Yes,Yes,27,Yes,No,DSL,1,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,0,2,0,0.12599243,Low Risk,​​​​​​​✅ No Immediate Action,62.996216
Female,0,No,No,1,Yes,No,DSL,0,0,0,1,0,0,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,1,1,1,0.7445596,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,372.2798
Male,0,No,Yes,63,No,No phone service,DSL,1,1,0,1,0,0,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,0,3,0,0.008164608,Low Risk,​​​​​​​✅ No Immediate Action,4.082304
Female,1,No,No,46,Yes,Yes,Fiber optic,1,1,1,0,1,1,One year,Yes,Electronic check,110.0,4874.8,Yes,1,5,1,0.3957847,Low Risk,​​​​​​​✅ No Immediate Action,197.89235
Male,0,Yes,Yes,72,Yes,Yes,DSL,1,0,0,0,0,0,Two year,No,Bank transfer (automatic),55.3,3983.6,No,0,1,0,0.001701993,Low Risk,​​​​​​​✅ No Immediate Action,0.85099655
Female,0,Yes,No,34,Yes,Yes,DSL,1,0,0,1,0,0,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,0,2,0,0.054241043,Low Risk,​​​​​​​✅ No Immediate Action,27.120522
Female,0,Yes,Yes,24,Yes,Yes,DSL,1,1,0,0,1,1,One year,No,Electronic check,78.4,1832.4,No,0,4,0,0.06604194,Low Risk,​​​​​​​✅ No Immediate Action,33.02097
Male,0,No,No,72,Yes,Yes,DSL,1,1,1,1,0,0,Two year,No,Bank transfer (automatic),69.65,4908.25,No,0,4,0,0.002113712,Low Risk,​​​​​​​✅ No Immediate Action,1.056856
Female,0,Yes,Yes,60,No,No phone service,DSL,1,0,1,1,1,1,Two year,No,Credit card (automatic),59.85,3590.2,No,0,5,0,0.010942905,Low Risk,​​​​​​​✅ No Immediate Action,5.4714527
Male,0,No,No,68,Yes,Yes,DSL,1,1,1,0,0,1,One year,Yes,Credit card (automatic),76.9,5023.0,No,0,4,0,0.15380731,Low Risk,​​​​​​​✅ No Immediate Action,76.903656
Female,0,Yes,Yes,8,Yes,No,No,0,0,0,0,0,0,Two year,Yes,Mailed check,19.85,146.6,No,0,0,0,0.040020823,Low Risk,​​​​​​​✅ No Immediate Action,20.010412
Female,0,No,Yes,34,Yes,No,DSL,1,0,1,1,1,0,Two year,No,Credit card (automatic),67.65,2339.3,No,0,4,0,0.017519495,Low Risk,​​​​​​​✅ No Immediate Action,8.7597475
Female,0,No,No,6,No,No phone service,DSL,0,0,0,0,1,1,Month-to-month,No,Credit card (automatic),45.0,298.7,No,0,2,0,0.21764539,Low Risk,​​​​​​​✅ No Immediate Action,108.82269
Male,0,Yes,No,2,Yes,No,DSL,0,1,0,1,0,1,Month-to-month,Yes,Mailed check,64.2,143.65,No,0,3,0,0.10198426,Low Risk,​​​​​​​✅ No Immediate Action,50.99213
Male,0,No,No,31,Yes,Yes,Fiber optic,0,0,0,1,0,0,One year,No,Credit card (automatic),81.7,2548.65,No,0,1,0,0.12319409,Low Risk,​​​​​​​✅ No Immediate Action,61.597046
Female,0,Yes,Yes,20,Yes,Yes,No,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No,0,0,0,0.08239957,Low Risk,​​​​​​​✅ No Immediate Action,41.199783
Female,0,Yes,Yes,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,20.0,20.0,No,0,0,0,0.35219184,Low Risk,​​​​​​​✅ No Immediate Action,176.09592
Male,0,No,No,62,Yes,Yes,Fiber optic,0,0,1,0,1,1,One year,Yes,Electronic check,96.75,6125.4,Yes,1,3,1,0.8721556,High Risk,​​​​​​​🔥 Call + 20% Discount,436.0778
Female,1,Yes,No,70,Yes,Yes,Fiber optic,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),75.65,5411.4,No,0,0,0,0.23000984,Low Risk,​​​​​​​✅ No Immediate Action,115.00492
Female,0,No,No,10,Yes,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,1,3,1,0.95764345,High Risk,​​​​​​​🔥 Call + 20% Discount,478.82172
Male,0,Yes,Yes,39,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Mailed check,23.8,903.8,No,0,0,0,0.033073008,Low Risk,​​​​​​​✅ No Immediate Action,16.536505
Female,0,Yes,No,46,Yes,No,DSL,0,1,0,1,1,0,Two year,Yes,Credit card (automatic),64.2,3009.5,No,0,3,0,0.048756022,Low Risk,​​​​​​​✅ No Immediate Action,24.378012
Male,0,No,No,6,Yes,No,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,1,2,1,0.77403975,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,387.01987
Female,0,Yes,Yes,72,Yes,Yes,DSL,0,0,1,0,1,1,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No,0,3,0,0.013309891,Low Risk,​​​​​​​✅ No Immediate Action,6.654946
Male,0,No,No,18,Yes,No,DSL,0,0,1,1,0,0,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,0,2,0,0.17239872,Low Risk,​​​​​​​✅ No Immediate Action,86.199356
Male,0,Yes,No,71,Yes,Yes,Fiber optic,1,0,1,1,1,1,Two year,Yes,Credit card (automatic),108.55,7616.0,No,0,5,0,0.48138016,Low Risk,​​​​​​​✅ No Immediate Action,240.69008
Male,0,Yes,No,40,Yes,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,1,3,1,0.9499796,High Risk,​​​​​​​🔥 Call + 20% Discount,474.9898
Male,0,No,No,1,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,1,0,1,0.97380406,High Risk,​​​​​​​🔥 Call + 20% Discount,486.90204
Male,0,No,No,58,Yes,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes,1,4,1,0.50696015,Low Risk,​​​​​​​✅ No Immediate Action,253.48007
Male,0,No,No,70,Yes,Yes,Fiber optic,1,0,0,1,1,1,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,1,4,1,0.5653841,Low Risk,​​​​​​​✅ No Immediate Action,282.69205
Female,0,Yes,No,42,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Electronic check,25.25,1108.2,No,0,0,0,0.019052923,Low Risk,​​​​​​​✅ No Immediate Action,9.526462
Male,0,Yes,Yes,34,No,No phone service,DSL,1,0,0,0,0,0,One year,No,Bank transfer (automatic),30.4,938.65,No,0,1,0,0.08051525,Low Risk,​​​​​​​✅ No Immediate Action,40.257626
Male,1,No,No,5,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,0,0,0,0.12564112,Low Risk,​​​​​​​✅ No Immediate Action,62.82056
Female,0,No,No,25,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Mailed check,84.6,2088.05,No,0,1,0,0.4382733,Low Risk,​​​​​​​✅ No Immediate Action,219.13666
Female,0,No,No,2,Yes,No,Fiber optic,0,0,1,0,0,1,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,1,2,1,0.8609292,High Risk,​​​​​​​🔥 Call + 20% Discount,430.4646
Female,0,Yes,Yes,55,Yes,No,Fiber optic,0,1,1,1,1,1,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,0,5,0,0.040121675,Low Risk,​​​​​​​✅ No Immediate Action,20.060837
Male,0,Yes,No,21,Yes,Yes,Fiber optic,0,1,1,1,1,1,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,1,5,1,0.6402012,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,320.10062
Male,0,Yes,No,70,Yes,Yes,Fiber optic,1,1,0,1,0,0,Two year,Yes,Credit card (automatic),88.0,5986.45,No,0,3,0,0.04196104,Low Risk,​​​​​​​✅ No Immediate Action,20.98052
Female,0,Yes,No,61,Yes,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,106.35,6751.35,No,0,4,0,0.419135,Low Risk,​​​​​​​✅ No Immediate Action,209.5675
Male,0,Yes,Yes,43,Yes,No,DSL,1,0,1,1,1,1,Two year,Yes,Credit card (automatic),79.15,3566.6,No,0,5,0,0.010917382,Low Risk,​​​​​​​✅ No Immediate Action,5.458691
Male,0,No,No,47,Yes,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,103.1,4889.3,No,0,4,0,0.5170421,Low Risk,​​​​​​​✅ No Immediate Action,258.52106
Male,0,No,No,5,Yes,No,DSL,0,0,1,1,1,0,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,0,3,0,0.09836786,Low Risk,​​​​​​​✅ No Immediate Action,49.18393
Female,0,No,No,62,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),25.8,1563.95,No,0,0,0,0.009186425,Low Risk,​​​​​​​✅ No Immediate Action,4.5932126
Female,0,Yes,Yes,16,Yes,No,Fiber optic,0,1,1,0,1,0,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,1,3,1,0.6049929,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,302.49646
Male,1,Yes,No,7,Yes,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes,1,2,1,0.89668,High Risk,​​​​​​​🔥 Call + 20% Discount,448.34
Female,0,Yes,Yes,14,Yes,Yes,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,25.55,372.45,No,0,0,0,0.12164408,Low Risk,​​​​​​​✅ No Immediate Action,60.82204
Male,0,Yes,Yes,60,Yes,No,Fiber optic,0,1,1,0,1,0,One year,No,Electronic check,90.95,5453.4,Yes,1,3,1,0.66993964,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,334.96982
Male,0,Yes,Yes,34,No,No phone service,DSL,0,0,1,1,1,0,Month-to-month,Yes,Electronic check,44.85,1442.6,No,0,3,0,0.035342373,Low Risk,​​​​​​​✅ No Immediate Action,17.671186
Female,0,Yes,No,50,Yes,Yes,Fiber optic,1,1,0,1,1,1,One year,No,Electronic check,108.55,5610.7,Yes,1,5,1,0.6960457,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,348.02286
Male,0,Yes,Yes,38,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.05,963.95,No,0,0,0,0.022171313,Low Risk,​​​​​​​✅ No Immediate Action,11.085656
Female,0,Yes,Yes,70,Yes,No,DSL,1,1,1,1,0,1,One year,No,Credit card (automatic),74.1,5222.3,No,0,5,0,0.16064757,Low Risk,​​​​​​​✅ No Immediate Action,80.323784
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Electronic check,88.8,3340.55,No,0,2,0,0.28698742,Low Risk,​​​​​​​✅ No Immediate Action,143.49371
Female,1,No,No,4,Yes,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,1,1,1,0.8002917,High Risk,​​​​​​​🔥 Call + 20% Discount,400.14584
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,1,1,0,0,0,1,Month-to-month,Yes,Electronic check,93.25,5774.55,No,0,3,0,0.06817135,Low Risk,​​​​​​​✅ No Immediate Action,34.085674
Male,0,Yes,Yes,62,Yes,No,DSL,1,0,1,1,0,1,One year,No,Credit card (automatic),71.4,4487.3,No,0,4,0,0.0522674,Low Risk,​​​​​​​✅ No Immediate Action,26.1337
Male,0,No,No,1,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,44.4,44.4,Yes,1,0,1,0.6618032,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,330.90158
Male,0,No,No,36,Yes,No,DSL,1,0,1,1,1,1,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No,0,5,0,0.04414618,Low Risk,​​​​​​​✅ No Immediate Action,22.07309
